sales_detail_id,sales_id,product_id,quantity
6B5LOW6VACRK9HZZ,YVR0237V4KE3VS,EMO06QNXKX,91
AT86Y3W5PVI2XLYC,YVR0237V4KE3VS,7KNT7YGA79,63
XFCIXRN4DD6UEMTU,2LDAS4ZIV71UB3,BAZ0PHOGRC,21
BR4BZP8FHU7SJXIJ,4I9B0P4Z14U24Q,605S9NIHMN,78
Q7834DSAJP7MQLSC,4I9B0P4Z14U24Q,22W47TXSZ0,28
WBUU4RXUGGLEDE37,4I9B0P4Z14U24Q,EHBMKJF7LM,80
7PPEDGNQD0CZEX9B,4I9B0P4Z14U24Q,M8SMLGUTSE,65
BQ50ED36JJPKN5A2,4I9B0P4Z14U24Q,EHBMKJF7LM,16
MD7XO7I4U8L86L88,I12W9WHC6D0R7A,93HBO0EQ2D,27
560QS1UIQJC0XAIU,I12W9WHC6D0R7A,2YNP7O7VVF,61
FS49RG8YKQ6HIROU,I12W9WHC6D0R7A,ZYY0BEKQK6,42
UFR9897LZU5ELNFN,I12W9WHC6D0R7A,QB5VHY9IQR,93
TR250E759A1KE5JZ,I12W9WHC6D0R7A,ZE3PEUOGN1,89
UYC2VBF25IHDYU1K,I12W9WHC6D0R7A,G3A6P3N4GM,93
HGH8GZGPZCQ84AYU,I12W9WHC6D0R7A,SRN9S1XR4V,51
MOAV61XWBVU3QMC3,I12W9WHC6D0R7A,G033Q1QI0Z,47
KJRX7LL27EQ5E7SH,BBPFUXBLNQ342S,NU212I8EAW,35
7QTGDWJQ1E9N26V8,BBPFUXBLNQ342S,605S9NIHMN,25
D40C1ELU9JF7SC7Y,BBPFUXBLNQ342S,EHBMKJF7LM,29
EQENZCTA38E5ZR35,BBPFUXBLNQ342S,7GJOXNES7Z,72
HWY1ZH1DOIXIV18U,BBPFUXBLNQ342S,QJQ74NXF0K,86
6IIAZXTGISASE9OZ,BBPFUXBLNQ342S,1PF787HVD9,34
XY31TTZ0XTYGU36N,BBPFUXBLNQ342S,7JBBIUF3QU,66
CZGOVAH1NK5ZWI36,BBPFUXBLNQ342S,S3U0MJB7KK,47
H518NIA8CFFT9QGA,BBPFUXBLNQ342S,3XGSL3ERPT,34
6KVALKGSJ0AHZZAG,BBPFUXBLNQ342S,I7FC31LNPB,73
QTVWFQ8BDSQ1WSXJ,ZCZ0KJW3YFB2N0,HGF68IXOY4,85
Q45GCL3JXBSDG4CT,ZCZ0KJW3YFB2N0,NYCKKQ7VEN,73
YUBEBPT3YVVGQ84Q,ZCZ0KJW3YFB2N0,S3U0MJB7KK,63
82XK2MDAJZNHJ8A0,ZCZ0KJW3YFB2N0,BN47KP5DYK,57
QVIQTK5CF1AJL3EL,ZCZ0KJW3YFB2N0,2809P8I08J,19
P24RWABHPM1S6J5P,ZCZ0KJW3YFB2N0,8MNXS50JH3,69
CRSO2AV116YA3755,ZCZ0KJW3YFB2N0,6COU7Q80MD,85
RDKDZII3ENQ4GGGU,ZCZ0KJW3YFB2N0,S3U0MJB7KK,38
7NDJRPP41CTJ48VN,PQAX3Y4LC4RCTY,DE020WWO3X,17
CWPH9M7ZEAICZWC6,LIZTIJAACR5WFK,95916MF0BS,60
4MSPWZ4BAIV5EDJF,LIZTIJAACR5WFK,JPS87VVXZ8,62
VZN5BHJ58VS4GO2X,LIZTIJAACR5WFK,WK09AB9UNP,63
NCK1VOA6X18ONY7S,LIZTIJAACR5WFK,E5YCEZGX28,89
VRR5TMGJMBA1QEJS,LIZTIJAACR5WFK,GGDTWZNYIC,52
0K12VHCC8WWXWP8Q,LIZTIJAACR5WFK,AV62989B5M,50
ASYZ5J1KPF2KQ4EU,LIZTIJAACR5WFK,EHBMKJF7LM,34
1528JX7TN8GS1W1H,VQ9BAAU2DKTMDZ,URKO071N48,61
VWFVN7OSKRC757G4,VQ9BAAU2DKTMDZ,3XGSL3ERPT,96
HX6168QWUKETBQDG,VQ9BAAU2DKTMDZ,SGI0Y3UI73,15
RJLR72VHLV5CFGQT,EYJB29QS0D4R73,6JWL966BHE,98
R8O3K1P5JOTAJZRB,EYJB29QS0D4R73,3XGSL3ERPT,90
2XGBITKCYE1GTQDW,EYJB29QS0D4R73,FMYYE4KVZL,88
HFGE3ALVT5JJI5B7,EYJB29QS0D4R73,SGZBTOFAVW,44
M2Y6YQZEMT1C5NMM,EYJB29QS0D4R73,U0C8MV3ZTP,25
WL6DHOR9I1LO82LI,62XCM2RS0LP48M,ZE3PEUOGN1,46
RDRP46V57HANNDX6,62XCM2RS0LP48M,M8SMLGUTSE,33
8PFCZC9LO4E622JP,LRKX3GKSUPA4L6,F8SX7C1C9V,97
HMAED6JX30V1L1G2,LRKX3GKSUPA4L6,6JWL966BHE,60
5VT29KAVQ0UASQ0N,LRKX3GKSUPA4L6,605S9NIHMN,35
F1ASKDON7JEQ3MJJ,LRKX3GKSUPA4L6,HU1LUCYO06,36
FCM7RQCCXQLCW114,LRKX3GKSUPA4L6,0B2JY2H068,63
8G0NDS411I1W35WJ,LRKX3GKSUPA4L6,FMYYE4KVZL,57
CYSYPT92SHC7VKYJ,ZK5S5YBI0AERNX,UEERLUHS6Q,98
69Z85RZ4CZM499T6,ZK5S5YBI0AERNX,F79QO85K8O,74
STR96LL7JNR87G0N,ZK5S5YBI0AERNX,Q0WOPM4JJW,14
W98FYUJVH6HC1UMY,ZK5S5YBI0AERNX,DTT0HA4RYE,13
J0DPVKCIOK8T5C8B,CSM43NU9YBA1PD,DE020WWO3X,80
05670EP4IAXKGASI,7ROVH31JL2CF46,G033Q1QI0Z,3
SAWVI3STKP3JCAW6,7ROVH31JL2CF46,AFM30TRIXQ,26
CGFUQGQHBP05QTB6,7ROVH31JL2CF46,T3H67ZNK3A,63
045SXSKFQIPU8WW4,7ROVH31JL2CF46,5DQIDYTO3T,100
ZLCECGPYQN15I62O,7ROVH31JL2CF46,GOV661UC9V,94
Z51FV7ZZXSW1J8OI,7ROVH31JL2CF46,7RM5SKJIBV,2
P7BB22K610464UZ1,QGHA3Z3R04ITRV,2YNP7O7VVF,50
35RRLRK7MLDNRGYL,QGHA3Z3R04ITRV,605S9NIHMN,32
064J72F39GK8TIXA,QGHA3Z3R04ITRV,CEDDHWC59U,12
22I38L3OJ2FZXZCJ,QGHA3Z3R04ITRV,LZX0JLAH8X,99
J1KM7IMBX15XLMYM,QGHA3Z3R04ITRV,P0PVKWMFWR,40
YJPPFR6M3L2YAR4Q,QGHA3Z3R04ITRV,M0ZN8XBGKR,40
QD538V6GFUQXM4H1,QGHA3Z3R04ITRV,WK09AB9UNP,57
JJSTNJZBALPRHCCD,QGHA3Z3R04ITRV,7GJOXNES7Z,1
MKXA0LWP8JPPJRVW,QGHA3Z3R04ITRV,LZX0JLAH8X,40
FWN9DRIIDFAS8DV1,QGHA3Z3R04ITRV,LPG19DRL6X,70
5N81XV1K6ELKEFEX,XLURALUMPR6LXI,8MNXS50JH3,82
R5XJGC0RE7QXV90W,XLURALUMPR6LXI,6JWL966BHE,51
QNCAH618V9BVMB93,0I6HYCBZWSM63H,LZX0JLAH8X,76
8HTGVOG0HDI99EM9,0I6HYCBZWSM63H,2809P8I08J,82
RJ5RUMG1PREX5SZX,0I6HYCBZWSM63H,ELONGGRVW6,96
G5XWDBXZ0L9Q6GJD,0I6HYCBZWSM63H,U0C8MV3ZTP,86
TLS06OYMI7EJ08A2,0I6HYCBZWSM63H,0EXX8TRZKM,86
FRNE7BELJFEE39H1,0I6HYCBZWSM63H,P0PVKWMFWR,67
TGPLPG3BAQ8NK6SG,0I6HYCBZWSM63H,MCEZTT0O1J,50
MUSEPOISKKKI7CX0,0I6HYCBZWSM63H,GZ8D27ZLIC,76
1OS5D93CLFA8ZNZF,0I6HYCBZWSM63H,AV62989B5M,5
SA4ZNICX0PA4KS9D,1CD508S898ZJE9,1I69H29M8Z,24
VIH2WM44MKZBWATM,1CD508S898ZJE9,G4J90885G4,69
HGFAULSRTU2FKOX5,1CD508S898ZJE9,LYK5RZ5JJW,20
MOOBMTQ61F7QWB7E,1CD508S898ZJE9,NZI17482TU,16
PQFU0MSKDOW7POSP,1CD508S898ZJE9,1G1U3KXOEJ,66
P8W3JEKHXBKR3H07,1CD508S898ZJE9,D1AOBXGZ7Q,98
HVNVBB3TMWNJ83VY,1CD508S898ZJE9,BN47KP5DYK,38
U36PZCYJX0IBUC4Q,1CD508S898ZJE9,7RM5SKJIBV,79
OYCKLDKWTQ5US15H,0VKH177325V8YN,KJC0OZMC9P,17
SF3RDMKMUHKZ2PVF,0VKH177325V8YN,1I69H29M8Z,92
4A48GTTFIZ7NF5SA,0VKH177325V8YN,CXK8E1UF38,97
0ZB0SNEBY4WCV9CM,0VKH177325V8YN,BN47KP5DYK,3
H7OWC83CDQ8PSITV,0VKH177325V8YN,ZYY0BEKQK6,15
MVA52SZWBBEDF26H,0VKH177325V8YN,NDGKNPTNLK,52
BQYMFMTFTPI0STRR,0VKH177325V8YN,95916MF0BS,97
QQXT25C8C8ZSZ4OX,4UU7RLL97HG01A,HU1LUCYO06,2
H7OODV8TDWOK6Y3X,4UU7RLL97HG01A,QJQ74NXF0K,10
G0USPMQNR768MLR5,0MNRLXTOZ22A8J,BNJBT7LP9E,81
F5EGVUQE29VG6W29,0MNRLXTOZ22A8J,MCEZTT0O1J,44
NL8Y0SZNA3TXEJBO,APWCWZ9SPMYXGX,7GJOXNES7Z,84
47RYOXK9BO5VPKDS,APWCWZ9SPMYXGX,OG6QBN656X,13
3TFKQJYEULY44L1C,OFPVILSF7D3VGH,JWI5KKZTHH,22
GWYRJDV347HI656N,OFPVILSF7D3VGH,QJQ74NXF0K,24
PVLNP1VRT00N8ZEW,OFPVILSF7D3VGH,7RM5SKJIBV,55
MC2U7RP48UTCK3QM,OFPVILSF7D3VGH,ZE3PEUOGN1,10
MNEZ0Z2IX3HC6166,OFPVILSF7D3VGH,7RM5SKJIBV,77
2CCZMJ0LRES8FF4L,OFPVILSF7D3VGH,F8SX7C1C9V,81
U1R4ROYAS9073XA6,OFPVILSF7D3VGH,0EXX8TRZKM,65
Q0K1PXMP0012NSOA,OFPVILSF7D3VGH,P0PVKWMFWR,21
3JERN8XFWM207VJ6,6L7MZQOI7MOE5D,P8N7DNRO5Y,61
ATDBEAG93O5UDC43,6L7MZQOI7MOE5D,IDB2QVA5BO,3
BL75C575NHNAZF57,6L7MZQOI7MOE5D,949Z0H3KLR,74
Y74UCBZG1RM427C1,6L7MZQOI7MOE5D,22W47TXSZ0,46
LX3M52W0XVSQ3IH7,6L7MZQOI7MOE5D,WK09AB9UNP,90
SSRBISRUUK9Z1HOX,6L7MZQOI7MOE5D,7GJOXNES7Z,68
EGBVQJ3TBGC39KWP,6L7MZQOI7MOE5D,2YNP7O7VVF,78
UOIQFXY882HUK8OE,6L7MZQOI7MOE5D,2YNP7O7VVF,81
MKBM7PGEDHV94XGY,6L7MZQOI7MOE5D,AFM30TRIXQ,26
VN2OGEPXYT885AQN,6L7MZQOI7MOE5D,SRN9S1XR4V,18
6JINE21Y157AOWPB,0J1D647UNNX3LW,SLZLHO7OP4,99
S7J2FAZABZPGWCER,0J1D647UNNX3LW,ELONGGRVW6,20
JFP5DQIP7QPW1F2N,0J1D647UNNX3LW,DTT0HA4RYE,12
3PYFNDWHJDQPWF3G,0J1D647UNNX3LW,7KNT7YGA79,41
7H4DVC9H475M7S4W,0J1D647UNNX3LW,BNJBT7LP9E,72
QM07RAYM34HZSSNQ,0J1D647UNNX3LW,OB1GSH8AML,57
P3KY90PB78I6JDWX,0J1D647UNNX3LW,47VGWN5RKU,32
LE9OEUY1MVN5LXFB,V8S3D58V3YT9SY,7KNT7YGA79,74
7SOUZY8V4KWWZE2U,V8S3D58V3YT9SY,FUFUUGO1YZ,88
VMOIUONL4DPX6TRH,V8S3D58V3YT9SY,U0C8MV3ZTP,93
LSMA1RGOQHMFF81Q,V8S3D58V3YT9SY,CEDDHWC59U,78
UXXTAJKL9NWYVRNX,KBTDG65Y81ISQY,HU1LUCYO06,56
FILKR51P6GLXTR4S,KBTDG65Y81ISQY,WM06T7O5HU,70
VMSEXM0NDLWP0G9Y,KBTDG65Y81ISQY,LYK5RZ5JJW,63
OL8GJ42FUI6V1J2X,KBTDG65Y81ISQY,AV62989B5M,26
HG42C8KJ8E8NTE7S,1R6A0C4HKGM52N,EMO06QNXKX,56
C0GE9IXS3EGEZ8D9,1R6A0C4HKGM52N,6COU7Q80MD,46
PCUW363AYEI904A1,1R6A0C4HKGM52N,P66C5GMFVZ,32
CZLAHYU0GBVBYFR0,1R6A0C4HKGM52N,7JBBIUF3QU,49
N9INSVXMJGXSFJMZ,1R6A0C4HKGM52N,SGI0Y3UI73,25
PMMOGZJYCH58CF3V,I9MDNI0NMW8X20,3SRQL49KKL,39
SE0HGS5SDG39R7JN,I5MVV2A3N81LT2,DTT0HA4RYE,46
UNRYZ67HM5E9LF5B,I5MVV2A3N81LT2,2YNP7O7VVF,46
Y1XBKNNVTD5P3APT,I5MVV2A3N81LT2,Q0WOPM4JJW,56
X17KEV30H206SQM8,I5MVV2A3N81LT2,VFJNG7S0CP,40
0YWV7TUOXZ42BESM,I5MVV2A3N81LT2,VKYK4RZHOX,15
PD5GBARLH8OFNSSN,I5MVV2A3N81LT2,7KNT7YGA79,86
UF96D48Q6EQOV9O4,I5MVV2A3N81LT2,949Z0H3KLR,31
2ZQSV87I4R4RTOXM,I5MVV2A3N81LT2,HGF68IXOY4,52
78SXYI1XD3MAY4PW,I5MVV2A3N81LT2,QRJP7I1RQ7,99
6AE7JOQTIC0QM8O0,A2AAEHYDVZFO87,F79QO85K8O,17
Z86TE1Y4CNG5AZ3Y,A2AAEHYDVZFO87,7PSWVYBZQX,6
287P32CNO23TI9OI,A2AAEHYDVZFO87,LZX0JLAH8X,2
1MQ4K8VEH83FUG3H,YYWAYI426JMKE5,JWI5KKZTHH,49
22VTP7T0BN8E9I5X,YYWAYI426JMKE5,JPS87VVXZ8,63
3E6JSF67KGS1XSYT,YYWAYI426JMKE5,6COU7Q80MD,36
GP9JNVIPOACOHNUD,YYWAYI426JMKE5,LYOC2WABA2,55
QC1MJPI8ITN4TP3Z,65AYFYTINOWXG6,BNJBT7LP9E,60
EVOROBXJTFBM3SVJ,65AYFYTINOWXG6,HGF68IXOY4,51
J67IPXJJNOTZT2HX,65AYFYTINOWXG6,2BQN5S015F,35
XT112SK8JV9EA6U8,65AYFYTINOWXG6,VKYK4RZHOX,95
WVXC8WUQ3AHVKV9K,65AYFYTINOWXG6,ZYY0BEKQK6,20
8ZCZZX6HHR1O8PQV,65AYFYTINOWXG6,NMN07WNISB,25
4F540BU0K1HEKTMW,65AYFYTINOWXG6,22W47TXSZ0,17
IR1JKW6872P4A40W,65AYFYTINOWXG6,CXK8E1UF38,14
5455EIBJH7695H65,H0T5PH4TZNLFG4,CXK8E1UF38,45
3VT04LTPZ9L5RPFE,H0T5PH4TZNLFG4,QB5VHY9IQR,28
HAAMV50SP02LQDT0,H0T5PH4TZNLFG4,T3H67ZNK3A,63
TRD6IIIUAR1IQ6LH,H0T5PH4TZNLFG4,EMO06QNXKX,72
INJ5XJNG8VON7B51,VZ3BVAL38OHNLJ,M8SMLGUTSE,26
DQSQT2Q74QJC3W6Q,VZ3BVAL38OHNLJ,NMN07WNISB,74
FB6MNJMEWSYAS66I,VZ3BVAL38OHNLJ,VFJNG7S0CP,25
YS3HARBWZFU5881B,VZ3BVAL38OHNLJ,URKO071N48,41
XS2RH054UNYMRV62,VZ3BVAL38OHNLJ,22W47TXSZ0,99
KLMJOUXTI6FHOJLD,VZ3BVAL38OHNLJ,605S9NIHMN,46
4023ACQO1WXIQGDL,VZ3BVAL38OHNLJ,05R46SIJHY,52
FZEVACQ4ANNXCF2J,B2JZWMMSTE9UYE,1I69H29M8Z,21
1EKFTJCF3PHNR8EB,B2JZWMMSTE9UYE,2YNP7O7VVF,9
XI9IKAAA1EKUUUOD,B2JZWMMSTE9UYE,OB1GSH8AML,76
P69UOI5VPTQQU5VG,3V8FBQRC7EZ1XV,ZYY0BEKQK6,49
L00WSQSY5YHNCY6A,3V8FBQRC7EZ1XV,FMYYE4KVZL,47
L2UWK025SPA9ZUF7,3V8FBQRC7EZ1XV,OB1GSH8AML,17
OUBZDUBFEX41M2RH,3V8FBQRC7EZ1XV,949Z0H3KLR,4
FIS0LHUNAOLODA5T,3V8FBQRC7EZ1XV,D1AOBXGZ7Q,53
ME99ZE5E9XBZGE47,3V8FBQRC7EZ1XV,QRJP7I1RQ7,13
LJOMS1R8WAJDNEC8,1M4FMEF3WC1JH6,BN47KP5DYK,49
NDNM62LQ36CLNBZ4,MRJUPSZ3BE3QTG,AV62989B5M,17
5MNEVZ78YO8HIEHG,MRJUPSZ3BE3QTG,NYCKKQ7VEN,3
888LU9JUMPZQ1VMA,MRJUPSZ3BE3QTG,EMO06QNXKX,29
DWYE7R1O4M7EY78O,MRJUPSZ3BE3QTG,VFJNG7S0CP,41
DIAUFNNLLS2QT0K8,MRJUPSZ3BE3QTG,1PF787HVD9,30
GNTE4CH003XNHCIH,MRJUPSZ3BE3QTG,LYOC2WABA2,60
BEI6O0C28OBCMK9B,1R9F367JWUUJY7,1PF787HVD9,85
71NTDCKGKE2N8Z05,1R9F367JWUUJY7,Q0WOPM4JJW,40
AK7DKINOVY50WT65,1R9F367JWUUJY7,2YNP7O7VVF,75
0X8ERF80HS53O4S6,1R9F367JWUUJY7,WK09AB9UNP,47
PF085F67MMGIUVOT,1R9F367JWUUJY7,1G1U3KXOEJ,16
U5G12AHDUXXLEP4T,1R9F367JWUUJY7,G4J90885G4,81
VTME65TRTTRHCZZO,0O7RTUATKD29JY,FUFUUGO1YZ,99
BVLXWIDDHDXQKTOD,0O7RTUATKD29JY,SJY28960RT,2
8DWDNNH8UFL8JE77,0O7RTUATKD29JY,QB5VHY9IQR,87
JU3LF133VV3OJBRH,0O7RTUATKD29JY,SLZLHO7OP4,56
3P7LPIL3X3MD8X2B,0O7RTUATKD29JY,WM06T7O5HU,94
BAR69R7FVTZ33DZ3,0O7RTUATKD29JY,U0KYFBV46I,12
TGMJB21NV3APCZX6,0O7RTUATKD29JY,SGI0Y3UI73,59
83TA512S5JSUEUFA,0O7RTUATKD29JY,93HBO0EQ2D,56
ML7WFAW0RLHM9IAB,0O7RTUATKD29JY,BVVGZYLMT1,13
K8Q89WDH92PD3J3F,ZREVDUBPN94JG8,F79QO85K8O,69
Q7V10JXXQGM3L19Z,ZREVDUBPN94JG8,90Q9VYRVSK,69
F7GM55H5GRQAWFQY,ZREVDUBPN94JG8,SJY28960RT,30
3TKFPPHHX68QQQ0J,ZREVDUBPN94JG8,BNJBT7LP9E,10
OZWTAKZUZ76G574Z,ZREVDUBPN94JG8,FGDSVCL06J,87
VAHUW1OUZGZ2EQPM,ZREVDUBPN94JG8,UEERLUHS6Q,35
4F4IJ2IZB33XJMJP,ZREVDUBPN94JG8,NMN07WNISB,44
42V9CUJTOGGW38LR,ZREVDUBPN94JG8,NYCKKQ7VEN,79
A9A578IBYJRMPYYH,RCM7NIXVXN8HZZ,7GJOXNES7Z,30
VUY0TUCOZ99TTCUF,RCM7NIXVXN8HZZ,1I69H29M8Z,32
N9SO9ZX66O4I9JVT,RCM7NIXVXN8HZZ,1G1U3KXOEJ,24
4W5NZP7Q93VHGY7Z,RCM7NIXVXN8HZZ,ELONGGRVW6,36
84J1M3CWQV03TW9Y,AZ6Q5IS8L8IWS6,JPS87VVXZ8,23
RWGDWYDBJCOHF092,AZ6Q5IS8L8IWS6,TRMKLF7DTP,51
ZOTBAZWBG6HV7RZB,AZ6Q5IS8L8IWS6,GGDTWZNYIC,99
I3V7K9K11UNZUBHH,AZ6Q5IS8L8IWS6,UEERLUHS6Q,24
7OBM9Y6CNQZAIBA8,AZ6Q5IS8L8IWS6,47VGWN5RKU,59
TR9701FXI6AJF0ZS,AZ6Q5IS8L8IWS6,OG6QBN656X,59
64I48QFACFEQ94SX,AZ6Q5IS8L8IWS6,3UNFQKQ1QS,25
X36KYP6DGVFTFHQG,AZ6Q5IS8L8IWS6,G033Q1QI0Z,61
KJL6CKMDP3U8BZBD,AZ6Q5IS8L8IWS6,EHJCH2PO4U,45
XUB5GB69DHE5HUDA,IBR8N9R6T7QIP6,TZHCJSEL0G,77
W2ZYJ3YIV09RD5MV,IBR8N9R6T7QIP6,URKO071N48,23
GT7DHQOQS4S8OT3W,IBR8N9R6T7QIP6,GOV661UC9V,23
AR6SZEK97Y1Z8E76,IBR8N9R6T7QIP6,0B2JY2H068,84
E5EEILWC0FRZ1DRL,C71P58VTX3ZCLW,FMYYE4KVZL,25
FPLEJN149SHO6SHA,NOXT089FHV0PWA,SJY28960RT,26
AP2W5AXVC6FQY6CP,NOXT089FHV0PWA,NZI17482TU,28
3VOVAHP1UZ0ZCORN,NOXT089FHV0PWA,E5YCEZGX28,33
JY6735AW13252M3M,NOXT089FHV0PWA,5DQIDYTO3T,49
K2WJPVHRE96YN6O4,NOXT089FHV0PWA,WM06T7O5HU,54
KCW5L8PYBUF78O27,3TZP3AKEG437F4,JWI5KKZTHH,17
0EJA2N7FYLICPGSA,3TZP3AKEG437F4,7PSWVYBZQX,96
LRYHQ4F5SAPD0GKN,3TZP3AKEG437F4,D1AOBXGZ7Q,63
R0MQ4IWHAONH7TIX,3TZP3AKEG437F4,1PF787HVD9,51
JXAIEGQLYYKJNDB6,3TZP3AKEG437F4,G3A6P3N4GM,43
5LJUPHQS1M27X798,3TZP3AKEG437F4,VFJNG7S0CP,53
QRGP3WU1JHU1BD8J,3TZP3AKEG437F4,E5YCEZGX28,16
IPMX65TYBG7FLGS7,3TZP3AKEG437F4,6SGI8ZGM1S,24
BH40RA7XZ27DB293,3TZP3AKEG437F4,QRJP7I1RQ7,12
7Y8KQYE2CB89ERQS,3TZP3AKEG437F4,6COU7Q80MD,54
DR8NJ9KEKCMLEOCQ,W652YFXDTZPGYK,U0KYFBV46I,56
DQ8WZ0IZ3HHQKAM2,W652YFXDTZPGYK,MCEZTT0O1J,14
D3J5F85R8J0R5WP1,W652YFXDTZPGYK,URKO071N48,37
L4U1H04XGD6XBAGM,W652YFXDTZPGYK,7GJOXNES7Z,66
0D8JDZME2PGQ14V6,W652YFXDTZPGYK,JPS87VVXZ8,38
DVGSYKGQX84RYJ71,R1A3GN4H69LM09,M8SMLGUTSE,82
MKU7GH5DVBAOLB9S,R1A3GN4H69LM09,BAZ0PHOGRC,92
DVJY2HVBWBHF9NOH,R1A3GN4H69LM09,3XGSL3ERPT,86
Z1H4O4D39M2GRVWR,R1A3GN4H69LM09,LYOC2WABA2,58
VF3VZHGQI79J6A1L,EZW0FKRLQRPCTL,93HBO0EQ2D,46
